# Fuel consumption dataset for FAST project
# Sources: US DOE fueleconomy.gov | EEA COPERT methodology | Natural Resources Canada fuel consumption guide
distance_km,avg_speed_kmh,vehicle_type,vehicle_mileage_kmpl,temperature_c,wind_speed_kmh,precipitation_mm,road_type,num_stops_per_km,fuel_consumed_litres
403.8,20.8,car,16.8,42.2,40.3,2.4,urban,3.06,75.245
251.7,71.8,car,15.5,-4.9,18.9,0.9,mixed,2.37,30.193
201.3,41.0,bike,40.9,34.8,37.3,2.0,urban,4.25,13.063
469.5,65.5,suv,13.6,12.7,44.2,3.6,mixed,1.54,56.839
257.7,54.4,suv,10.3,-1.8,38.3,0.0,mixed,2.14,46.887
236.4,99.9,suv,9.5,9.8,1.7,3.0,highway,0.28,35.922
337.9,23.2,car,12.8,11.1,41.4,2.3,urban,4.37,82.227
134.3,23.9,bike,44.0,21.2,38.7,0.7,urban,3.43,9.2
165.8,73.7,truck,5.4,28.1,33.5,4.2,highway,0.23,34.287
466.4,22.7,suv,13.9,32.5,38.0,1.1,urban,4.31,110.116
340.9,17.2,car,14.2,7.3,49.0,1.0,urban,3.98,84.216
414.2,45.5,truck,4.9,11.1,21.6,1.9,mixed,1.57,128.428
139.2,24.0,suv,13.7,10.4,3.4,3.4,urban,4.69,36.028
274.2,35.4,car,20.2,13.1,23.0,7.9,mixed,2.11,31.148
485.8,18.8,suv,10.7,45.0,2.3,0.5,urban,4.99,159.399
162.8,54.3,suv,11.2,33.9,14.7,1.5,mixed,1.71,23.025
84.4,32.0,suv,10.1,43.7,29.3,0.2,urban,2.04,17.165
257.9,37.4,bike,58.0,29.7,15.5,4.3,mixed,1.8,9.547
197.0,29.9,car,13.2,15.3,34.3,1.8,urban,2.73,33.938
84.0,43.2,truck,7.7,14.5,41.1,3.7,urban,4.19,26.677
444.8,41.8,car,18.8,19.4,21.0,1.2,urban,4.43,68.767
495.4,32.3,car,17.3,15.8,45.0,5.6,urban,4.58,87.502
286.4,95.6,car,12.3,36.4,4.0,2.3,highway,0.28,29.855
388.5,84.0,car,16.8,18.3,42.0,8.6,highway,0.13,27.84
430.2,78.1,suv,10.9,9.8,41.4,0.2,highway,0.29,48.275
352.0,79.6,truck,3.8,33.7,16.1,2.2,mixed,2.47,132.279
26.9,76.6,car,18.6,37.7,14.9,4.4,highway,0.35,1.712
83.0,104.9,bike,59.1,16.0,15.3,2.8,highway,0.43,2.191
40.1,50.9,car,17.6,28.4,40.6,0.1,mixed,2.18,4.301
9.9,96.6,truck,6.6,-2.1,41.6,10.8,highway,0.15,2.417
156.5,28.3,suv,8.5,21.5,16.5,1.1,urban,3.51,42.025
199.2,77.0,car,16.2,-2.8,29.6,0.9,highway,0.22,16.029
124.3,79.6,suv,8.8,-3.5,6.9,2.0,mixed,2.31,23.894
37.0,62.6,truck,6.1,25.6,23.4,2.3,mixed,2.3,9.181
267.3,55.8,suv,14.6,10.2,49.9,4.4,mixed,2.09,38.322
140.3,21.9,truck,6.3,32.1,7.9,1.5,urban,4.59,63.234
399.0,79.8,car,12.8,39.8,47.4,1.7,mixed,1.0,44.31
9.0,73.6,suv,10.5,2.0,41.2,2.3,highway,0.26,1.123
422.1,113.8,car,17.5,31.2,48.6,1.5,highway,0.19,43.73
477.6,96.2,suv,10.8,20.7,9.0,7.4,highway,0.15,54.475
359.5,29.8,suv,13.8,0.6,10.7,5.7,urban,2.46,67.228
368.2,17.5,suv,13.7,27.6,0.8,1.8,urban,4.55,92.936
467.1,44.6,suv,12.3,25.5,36.2,0.0,urban,3.56,90.937
108.5,85.3,car,15.7,20.8,32.2,6.9,highway,0.1,7.898
497.3,22.7,car,14.6,41.3,8.9,0.4,urban,4.42,106.482
387.9,70.6,truck,3.5,21.1,39.6,0.8,mixed,2.14,154.483
364.7,17.3,truck,4.8,44.5,15.0,0.5,urban,2.02,191.496
183.7,38.7,bike,42.4,20.5,6.7,0.6,mixed,0.94,6.541
275.2,82.9,car,18.8,0.8,21.1,4.9,highway,0.24,19.832
328.7,58.1,bike,49.7,18.5,4.5,2.6,mixed,1.87,11.823
312.1,25.3,suv,8.5,4.1,13.2,9.4,urban,2.52,85.496
354.0,109.1,suv,10.8,24.9,18.6,0.8,highway,0.44,51.668
45.8,85.5,car,13.8,29.7,42.6,2.0,highway,0.11,3.852
181.0,34.5,car,13.6,18.4,39.6,11.4,urban,2.79,29.669
219.8,47.6,suv,13.8,-0.1,22.1,5.3,mixed,1.86,31.349
134.0,28.8,suv,8.3,18.4,36.2,3.9,urban,3.8,37.867
90.5,73.3,car,16.2,-0.9,28.4,0.6,highway,0.32,7.086
73.8,45.7,car,13.7,29.1,17.0,4.4,mixed,2.17,9.735
186.4,15.3,car,20.8,34.5,36.3,1.3,urban,3.12,30.546
249.3,17.2,car,17.6,43.1,34.2,2.3,urban,4.16,52.08
36.2,21.7,car,14.3,2.4,31.0,2.8,urban,3.66,7.986
473.5,94.3,suv,11.5,21.6,30.9,2.8,highway,0.12,51.049
383.8,30.1,truck,6.7,23.4,34.1,3.9,urban,3.7,142.938
366.8,24.4,suv,14.7,41.1,19.2,3.3,urban,3.1,73.104
90.6,64.5,suv,9.5,26.4,43.5,0.2,mixed,0.8,12.457
303.9,37.5,car,20.9,2.3,8.1,1.8,urban,2.16,34.101
267.2,21.1,car,21.3,16.8,44.2,3.3,urban,4.02,45.528
491.3,35.6,bike,57.5,27.7,17.1,1.1,urban,4.67,29.838
375.1,58.7,car,18.4,30.0,6.3,1.1,mixed,1.31,31.522
290.0,70.1,suv,12.4,38.2,30.0,0.4,mixed,1.75,37.899
426.2,43.0,truck,5.0,4.0,18.8,1.6,urban,2.89,160.831
81.8,50.9,bike,52.6,42.6,40.8,13.0,mixed,1.95,3.35
12.5,30.0,car,17.3,-2.0,21.5,1.0,urban,2.25,1.755
346.7,40.6,suv,12.7,44.2,33.4,2.3,urban,4.44,75.827
53.7,116.6,car,16.3,37.9,15.4,4.1,highway,0.28,5.83
62.1,23.3,car,19.3,28.0,10.5,0.0,urban,4.19,10.489
373.6,104.8,suv,13.8,31.7,19.4,6.9,highway,0.44,41.716
138.9,39.7,suv,9.0,-1.4,30.3,1.5,mixed,0.91,27.221
316.2,76.1,car,20.3,-2.9,32.8,6.1,highway,0.3,20.723
459.1,58.2,car,17.4,0.1,28.9,0.1,mixed,1.98,50.441
161.7,17.1,suv,13.9,-0.6,49.4,0.5,urban,2.12,36.374
112.5,24.8,car,16.3,22.4,34.6,1.2,urban,2.07,16.797
57.7,22.0,bike,41.4,5.8,46.6,1.3,urban,3.12,4.288
69.6,100.9,suv,14.4,38.0,5.9,5.6,highway,0.21,6.898
35.8,21.6,bike,37.5,17.3,3.1,0.0,urban,3.68,2.679
48.4,95.8,suv,13.9,29.8,15.5,3.1,highway,0.12,4.351
218.8,18.9,car,16.8,27.6,6.8,0.4,urban,3.17,39.263
163.8,43.0,truck,5.6,11.0,26.3,5.2,urban,4.53,64.641
354.7,54.3,car,15.1,7.2,25.9,4.5,mixed,1.61,37.992
435.8,112.8,car,17.7,12.1,28.8,2.1,highway,0.26,43.993
393.5,81.5,bike,39.8,34.8,37.3,0.7,highway,0.3,11.77
267.7,43.0,car,12.4,24.3,48.6,3.0,urban,2.98,45.742
55.7,35.8,truck,4.4,7.7,43.9,0.5,mixed,1.83,23.392
356.3,62.4,truck,3.0,35.9,5.9,0.6,mixed,1.15,139.173
184.6,18.1,car,21.8,-2.3,16.9,3.0,urban,3.82,32.496
47.4,40.1,car,21.7,30.0,12.8,14.2,urban,3.35,5.992
422.0,107.3,suv,10.8,17.0,8.8,6.7,highway,0.2,57.809
172.4,51.7,truck,6.6,31.6,27.2,2.7,mixed,2.29,44.636
113.0,32.3,car,15.5,41.4,27.7,2.3,urban,2.64,17.252
436.4,116.3,car,18.7,32.5,11.4,19.3,highway,0.15,41.648
451.6,38.4,car,20.1,17.1,35.6,2.4,urban,3.3,60.821
172.8,78.7,suv,14.6,2.5,36.6,1.6,highway,0.36,16.063
180.6,77.3,bike,42.0,35.3,1.0,7.2,mixed,1.19,6.05
291.9,82.3,suv,13.5,18.0,19.8,0.8,highway,0.17,25.251
368.1,27.7,car,14.7,-1.2,44.5,0.3,urban,3.84,73.958
36.3,97.9,suv,14.9,31.0,26.0,3.0,highway,0.48,3.576
298.7,70.2,bike,30.8,9.6,17.4,0.3,mixed,2.28,15.884
476.6,42.5,car,18.0,-2.6,12.7,1.4,mixed,0.81,46.375
134.7,40.8,car,18.6,40.1,12.2,1.7,urban,5.0,23.664
454.9,24.9,suv,12.8,19.2,5.0,2.4,urban,4.51,112.009
475.3,73.4,bike,33.6,9.0,40.9,14.4,mixed,1.21,20.918
138.2,87.9,car,21.4,30.8,4.3,0.7,highway,0.43,8.579
378.3,114.7,car,13.8,39.3,14.6,1.4,highway,0.41,48.863
123.2,73.5,car,18.2,-5.0,2.3,0.4,highway,0.34,8.46
370.1,40.8,suv,9.6,29.4,39.1,2.8,mixed,1.08,62.076
399.7,27.2,suv,10.2,33.4,2.0,3.9,urban,2.91,88.24
127.4,70.4,suv,11.8,5.5,15.4,2.0,mixed,1.12,15.65
359.4,26.1,car,16.2,19.5,28.7,0.8,urban,3.42,62.129
407.0,108.2,suv,9.1,-0.5,20.5,2.9,highway,0.33,78.93
182.5,91.5,car,13.7,32.3,14.1,2.3,highway,0.24,15.707
88.0,113.1,bike,42.5,37.4,13.8,0.6,highway,0.29,3.577
50.5,28.1,bike,52.7,0.4,39.9,1.6,urban,4.82,3.564
289.8,83.9,car,21.0,35.8,48.7,1.7,highway,0.36,17.669
489.2,74.7,suv,8.6,33.6,17.4,12.2,highway,0.46,65.008
412.4,60.9,suv,10.8,12.3,2.0,5.7,mixed,2.26,64.45
220.7,52.7,suv,8.7,29.5,1.8,4.0,mixed,2.37,41.294
270.6,115.9,car,12.2,-5.0,38.0,6.6,highway,0.16,45.51
143.4,73.9,car,18.6,41.6,27.6,4.0,highway,0.35,9.796
85.7,91.4,bike,48.1,22.5,39.2,7.0,highway,0.39,2.406
243.6,29.7,car,13.6,26.0,34.9,0.2,urban,3.53,46.02
234.4,46.9,car,14.3,28.2,45.4,1.8,mixed,2.03,30.593
263.4,119.9,bike,30.7,23.1,44.3,4.1,highway,0.48,16.417
476.6,107.7,car,20.3,37.8,39.4,2.6,highway,0.13,37.531
303.9,38.0,car,21.7,25.5,23.8,0.6,mixed,0.88,25.085
304.9,24.6,suv,8.9,40.4,15.4,1.2,urban,2.75,82.11
68.4,118.2,truck,4.2,24.1,25.4,1.1,highway,0.46,29.72
498.3,39.3,truck,7.3,3.6,25.1,0.9,urban,3.05,154.54
387.6,74.0,suv,14.5,40.7,30.5,1.3,highway,0.37,32.74
439.2,29.5,car,16.2,29.1,9.3,2.2,urban,4.27,77.025
210.1,38.4,suv,8.4,30.0,32.8,5.8,mixed,1.67,43.152
253.6,78.3,suv,8.3,44.3,22.8,4.1,mixed,2.35,51.08
263.4,31.7,bike,47.2,-1.2,31.0,5.4,urban,3.76,17.454
101.1,35.4,car,15.9,16.4,12.0,6.5,mixed,2.24,12.96
346.3,32.2,suv,8.2,7.0,21.7,1.6,urban,3.45,93.886
452.0,51.2,car,17.8,26.5,10.5,1.3,mixed,1.13,40.187
86.0,35.0,car,12.1,35.3,43.8,0.2,urban,3.48,16.391
47.7,70.9,car,19.9,43.3,24.4,8.0,mixed,1.57,4.2
370.4,72.9,car,15.1,17.7,11.2,0.2,mixed,2.29,41.123
140.2,116.5,car,12.4,34.3,2.1,4.1,highway,0.11,19.247
313.8,54.3,car,17.9,40.9,33.8,1.4,mixed,1.24,29.281
349.4,41.7,bike,41.9,29.2,10.7,8.9,mixed,2.08,16.149
164.3,37.1,bike,59.2,7.1,49.5,1.6,mixed,0.96,5.534
408.5,97.3,suv,11.8,25.4,26.7,5.1,highway,0.35,46.533
277.2,37.9,car,14.8,43.5,14.4,1.0,mixed,1.46,36.034
435.2,68.0,car,19.1,44.4,32.9,1.1,mixed,1.86,42.042
382.8,109.5,car,14.7,27.1,13.8,2.7,highway,0.31,40.691
434.9,43.9,truck,7.5,39.3,41.0,18.6,mixed,2.26,116.015
15.0,100.0,car,15.7,5.0,15.4,2.2,highway,0.47,1.472
125.5,86.6,car,17.5,7.3,49.4,8.3,highway,0.4,10.251
49.6,20.3,truck,3.3,42.6,30.3,4.6,urban,4.85,38.125
223.8,19.8,suv,11.0,1.8,42.2,4.8,urban,3.9,68.818
445.5,34.7,car,20.3,4.6,3.6,1.7,urban,3.06,60.494
236.4,112.1,suv,13.6,16.0,17.4,1.5,highway,0.18,28.414
425.6,67.6,car,14.2,24.5,36.9,0.6,mixed,1.7,45.631
167.0,84.2,car,14.3,25.2,32.8,10.0,highway,0.19,13.624
173.1,118.0,bike,54.5,9.6,9.7,9.6,highway,0.28,6.162
448.3,89.0,bike,57.9,41.0,17.8,4.1,highway,0.41,10.273
215.8,44.4,suv,8.7,40.8,13.2,1.1,urban,2.97,47.68
395.9,73.3,car,16.5,14.6,30.7,0.8,mixed,1.1,32.556
122.1,37.3,car,15.4,16.7,17.2,13.4,urban,2.1,16.388
474.7,36.5,suv,14.1,30.1,15.5,0.2,mixed,2.41,75.191
289.4,73.9,suv,8.6,28.1,10.4,5.6,highway,0.36,36.358
380.9,26.8,car,14.1,14.1,20.5,1.3,urban,2.98,66.832
49.3,43.9,suv,13.3,15.7,9.8,1.6,urban,3.41,8.737
248.9,32.2,bike,31.5,12.4,48.1,5.4,urban,4.46,20.82
451.0,113.1,suv,11.4,6.8,7.7,0.3,highway,0.15,65.531
439.1,15.2,suv,11.1,17.9,45.7,1.3,urban,4.57,138.72
28.2,32.2,truck,4.7,29.3,21.4,9.1,urban,4.69,13.427
155.3,67.7,bike,41.8,32.1,18.9,3.6,mixed,1.32,5.541
224.4,37.4,bike,45.9,33.9,11.6,4.2,urban,3.19,12.266
90.3,107.5,car,13.6,13.7,31.8,4.3,highway,0.14,10.133
